Measurement,DateTime,Days_since_transplanting,T_treatment,Water_treatment,chamber,Tree_number,Stem_number,Plant_height,Crown_width_NS,Crown_width_EW,1st_Order_Branches,2nd_Order_Branches,Total_Leaf_Number,0,15,30,65,95,130,160,190,220,250,280,310,340,370,400,430,460,490,520,550,580,610,640,670,700,730,760,790,820,850,880,910,940,Plant_Health,Insect_Damage,Comments
1,2012-11-29,-103,ambient,control,C01,64,1,37,,,0,,14,,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Measured above the leaves
2,2012-12-12,-90,ambient,control,C01,64,1,43,,,2,,16,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Measured above the leaves
3,2012-12-24,-78,ambient,control,C01,64,1,66,,,4,,38,,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
4,2013-01-03,-68,ambient,control,C01,64,1,79,,,8,,59,,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
5,2013-01-14,-57,ambient,control,C01,64,1,96,,,11,,98,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
6,2013-02-04,-36,ambient,control,C01,64,1,118,,,14,,108,,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
7,2013-02-18,-22,ambient,control,C01,64,1,127,,,18,,,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
8,2013-03-04,-8,ambient,control,C01,64,1,131,,,18,,,,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
9,2013-03-19,7,ambient,control,C01,64,1,131,90,65,18,,227,,11.60,10.05,6.90,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
10,2013-04-03,22,ambient,control,C01,64,1,132,90,70,18,,,,12.10,10.45,7.10,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
11,2013-04-16,35,ambient,control,C01,64,1,135,90,70,18,,234,,13.30,11.50,7.80,4.75,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
12,2013-04-30,49,ambient,control,C01,64,1,148,90,70,23,,,,15.15,13.40,9.30,6.10,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
13,2013-05-14,63,ambient,control,C01,64,1,160,90,70,26,2,,,17.20,15.25,10.95,7.80,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14,2013-05-28,77,ambient,control,C01,64,1,170,90,70,28,3,,,18.65,16.45,12.15,8.90,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15,2013-06-13,93,ambient,control,C01,64,1,180,100,80,28,8,,,20.25,18.00,13.65,10.35,7.60,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
16,2013-06-26,106,ambient,control,C01,64,1,188,100,85,28,8,,,22.30,19.30,14.75,11.20,8.25,3.85,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
17,2013-07-10,120,ambient,control,C01,64,1,197,100,85,30,8,,,23.30,20.35,16.00,12.30,9.20,4.35,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18,2013-07-23,133,ambient,control,C01,64,1,209,100,85,33,8,,,24.85,22.05,17.30,13.30,10.40,5.15,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
19,2013-08-05,146,ambient,control,C01,64,1,222,100,90,35,5,,,26.35,23.25,18.35,14.50,11.35,6.15,4.00,2.65,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4 branches removed
20,2013-08-20,161,ambient,control,C01,64,1,244,103,103,41,5,,,29.05,25.40,20.95,16.75,13.55,8.25,5.70,4.10,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
21,2013-09-05,177,ambient,control,C01,64,1,265,115,110,43,10,,,31.40,27.65,22.35,18.40,15.35,10.50,7.60,5.60,3.85,,,,,,,,,,,,,,,,,,,,,,,,1,1,
22,2013-09-17,189,ambient,control,C01,64,1,287,125,115,47,,,,,,24.30,20.70,17.65,13.00,10.40,7.85,5.70,3.50,,,,,,,,,,,,,,,,,,,,,,,1,1,42cm floor height - Photo taken
23,2013-10-01,203,ambient,control,C01,64,1,311,125,125,53,,,,,,26.10,22.25,19.85,15.35,12.70,10.40,7.50,4.55,,,,,,,,,,,,,,,,,,,,,,,1,1,
24,2013-10-15,217,ambient,control,C01,64,1,339,125,120,58,,,,,,28.55,24.50,22.05,17.90,15.10,12.90,10.20,6.75,4.30,,,,,,,,,,,,,,,,,,,,,,1,1,
25,2013-10-30,232,ambient,control,C01,64,1,369,135,120,64,,,,,,31.10,27.15,24.90,20.90,18.05,16.05,13.05,9.70,6.70,4.85,,,,,,,,,,,,,,,,,,,,,1,1,
26,2013-11-12,245,ambient,control,C01,64,1,392,145,150,69,,,,,,35.00,29.90,28.00,23.50,20.85,18.80,16.05,13.55,9.95,8.15,4.20,3.60,,,,,,,,,,,,,,,,,,,1,1,
27,2013-11-26,259,ambient,control,C01,64,1,433,160,160,74,,,,,,36.20,32.00,30.10,26.30,22.65,20.80,18.40,15.90,12.60,10.40,7.10,4.60,2.35,,,,,,,,,,,,,,,,,,1,1,
28,2013-12-10,273,ambient,control,C01,64,1,471,175,170,80,,,,,,38.90,34.70,33.10,29.00,26.40,23.45,21.45,19.00,15.85,13.70,11.00,9.40,5.25,3.65,,,,,,,,,,,,,,,,,1,1,
29,2013-12-24,287,ambient,control,C01,64,1,514,185,185,86,,,,,,42.20,37.80,36.00,31.90,29.00,26.80,24.40,22.45,19.60,17.75,15.75,14.20,9.80,7.80,4.85,,,,,,,,,,,,,,,,1,1,PAR =  open
30,2014-01-07,301,ambient,control,C01,64,1,563.9,190,200,93,,,,,,46.00,40.00,39.00,35.00,32.00,30.00,28.50,27.00,24.50,23.50,21.50,19.25,15.15,12.70,9.05,6.95,3.50,,,,,,,,,,,,,,1,1,
31,2014-01-21,315,ambient,control,C01,64,1,610.1,185,180,102,,,,,,47.95,43.05,42.20,38.00,34.40,32.40,31.70,29.15,27.60,25.95,26.05,23.65,20.95,17.30,13.45,10.55,7.15,5.00,,,,,,,,,,,,,1,1,
32,2014-02-04,329,ambient,control,C01,64,1,639,205,176,108,,,,,,51.00,46.00,44.00,39.50,36.00,34.50,33.50,32.00,30.50,29.00,29.00,27.00,24.50,21.50,19.00,15.50,12.60,8.95,4.80,,,,,,,,,,,,1,1,
33,2014-02-18,343,ambient,drydown,C01,64,1,677,190,210,110,,,,,,53.10,48.00,45.30,42.00,38.80,36.30,36.00,34.00,32.80,31.00,31.50,30.30,27.20,24.00,22.60,19.75,16.40,12.45,9.40,4.70,2.90,,,,,,,,,,1,1,
34,2014-03-04,357,ambient,drydown,C01,64,1,708,185,190,115,,,,,,54.20,49.70,47.90,43.80,40.30,38.00,37.80,35.50,34.50,33.00,32.10,32.30,29.80,27.50,26.90,22.90,19.95,16.95,12.50,8.75,5.05,3.10,,,,,,,,,1,1,Small 's' bend at top of tree
35,2014-03-19,372,ambient,drydown,C01,64,1,746,185,185,119,,,,,,56.00,51.50,49.20,45.00,41.80,39.20,39.10,37.10,36.10,34.80,34.00,34.20,31.90,30.00,30.10,26.90,24.00,20.30,16.75,12.35,8.45,6.00,3.75,,,,,,,,1,1,Small 's' bend at top of tree
36,2014-04-01,385,ambient,drydown,C01,64,1,777,185,185,119,,,,,,58.20,53.30,51.00,46.90,43.90,40.90,40.80,38.90,37.80,36.20,37.00,36.10,33.80,31.20,32.60,29.70,26.50,23.50,20.45,15.30,11.05,8.50,6.45,3.70,,,,,,,1,1,Small 's' bend at top of tree
37,2014-04-16,400,ambient,drydown,C01,64,1,805,185,190,127,,,,,,61.20,55.20,53.00,48.50,45.00,42.30,42.20,40.20,39.20,37.90,37.20,37.60,35.20,34.00,34.80,31.20,28.90,23.50,24.00,19.10,13.95,12.20,9.00,6.30,,,,,,,1,1,Small 's' bend at top of tree. Dia 580 measured above  branch
38,2014-04-29,413,ambient,drydown,C01,64,1,834,190,205,127,,,,,,62.00,56.80,54.80,50.00,46.30,43.60,43.20,41.20,40.30,39.00,38.20,38.90,,,,,,,,,,,,,,,,,,,1,1,Small 's' bend at top of tree. Dia 580 measured above  branch
39,2014-05-13,427,ambient,drydown,C01,64,1,846,180,195,133,,,,,,63.20,58.10,55.50,51.00,47.40,44.80,44.50,42.30,41.70,40.00,39.40,39.90,37.30,36.20,37.50,33.90,31.60,26.30,27.90,22.80,17.75,16.60,12.25,10.25,,,,,,,1,1,Small 's' bend at top of tree. Dia 580 measured above  branch
40,2014-05-27,441,ambient,drydown,C01,64,1,872,,,,,,93.00,79.50,71.00,66.00,61.50,60.00,54.00,51.50,47.20,47.00,45.10,44.00,42.50,43.00,41.80,39.50,38.50,39.60,36.80,33.90,31.80,30.20,25.00,20.66,19.92,14.18,11.28,8.27,7.40,4.53,,,,,,
1,2012-11-29,-103,elevated,control,C02,96,1,28,,,0,,13,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
2,2012-12-12,-90,elevated,control,C02,96,1,33,,,4,,17,,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
3,2012-12-24,-78,elevated,control,C02,96,1,56,,,4,,50,,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,possible fork @27 dry
4,2013-01-03,-68,elevated,control,C02,96,1,67,,,5,,61,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,possible fork @27 dry
5,2013-01-14,-57,elevated,control,C02,96,1,94,,,13,,115,,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Large branch at 27cm
6,2013-02-04,-36,elevated,control,C02,96,1,129,,,16,,150,,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
7,2013-02-18,-22,elevated,control,C02,96,1,152,,,23,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
8,2013-03-04,-8,elevated,control,C02,96,1,163,,,25,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
9,2013-03-19,7,elevated,control,C02,96,1,164,65,65,26,4,297,,10.75,9.60,7.50,5.35,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
10,2013-04-03,22,elevated,control,C02,96,1,166,70,70,26,5,,,11.45,10.15,7.90,5.75,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
11,2013-04-16,35,elevated,control,C02,96,1,176,70,70,31,6,321,,12.95,11.40,9.05,6.95,5.15,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted-supported
12,2013-04-30,49,elevated,control,C02,96,1,185,70,70,34,14,,,15.55,13.60,11.05,9.10,7.25,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted-supported
13,2013-05-14,63,elevated,control,C02,96,1,189,80,80,37,18,,,18.10,15.80,13.30,11.75,9.40,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Suppoted
14,2013-05-28,77,elevated,control,C02,96,1,194,80,85,37,18,,,20.20,17.85,15.00,13.55,11.00,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Suppoted
15,2013-06-13,93,elevated,control,C02,96,1,219,80,90,41,21,,,22.25,19.65,16.60,14.70,12.45,10.00,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Supported. 160 measurement moved up 2cm
16,2013-06-26,106,elevated,control,C02,96,1,232,90,95,45,38,,,24.05,21.70,17.90,16.15,13.95,12.35,5.75,3.55,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Supported. 160 measurement moved up 2cm
17,2013-07-10,120,elevated,control,C02,96,1,249,90,95,47,52,,,25.55,22.95,19.20,17.40,15.50,14.35,7.75,4.85,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Supported. 160 measurement moved up 2cm
18,2013-07-23,133,elevated,control,C02,96,1,267,115,110,51,53,,,27.65,24.60,20.80,18.80,16.95,16.95,9.95,6.35,3.55,,,,,,,,,,,,,,,,,,,,,,,,1,1,Supported. 160 measurement moved up 2cm
19,2013-08-05,146,elevated,control,C02,96,1,283,110,100,55,59,,,29.70,26.60,22.50,20.35,19.15,19.40,12.25,8.10,4.90,3.85,,,,,,,,,,,,,,,,,,,,,,,1,1,4 branches removed
20,2013-08-20,161,elevated,control,C02,96,1,316,113,114,60,65,,,32.85,29.15,25.05,23.00,22.40,22.70,15.80,11.05,7.85,5.10,3.50,,,,,,,,,,,,,,,,,,,,,,1,1,
21,2013-09-05,177,elevated,control,C02,96,1,334,135,140,62,125,,,35.55,32.35,28.00,25.45,25.10,26.00,18.85,14.15,10.35,7.25,4.80,,,,,,,,,,,,,,,,,,,,,,1,1,Leaning. Straighten = 342
22,2013-09-17,189,elevated,control,C02,96,1,352,155,140,66,,,,,,31.25,27.95,27.45,28.65,21.85,17.05,13.35,9.75,6.30,4.35,,,,,,,,,,,,,,,,,,,,,1,1,47cm floor height - photo taken
23,2013-10-01,203,elevated,control,C02,96,1,376,145,145,71,,,,,,34.30,31.10,30.00,31.90,25.00,20.00,16.30,13.25,9.20,6.40,3.35,,,,,,,,,,,,,,,,,,,,1,1,
24,2013-10-15,217,elevated,control,C02,96,1,399,150,150,76,,,,,,37.10,33.30,31.50,34.00,27.30,23.10,20.20,17.40,12.75,8.75,5.65,,,,,,,,,,,,,,,,,,,,1,1,
25,2013-10-30,232,elevated,control,C02,96,1,429,165,165,83,,,,,,40.00,36.00,34.10,37.00,30.50,27.00,24.30,21.90,16.55,13.00,9.15,5.35,,,,,,,,,,,,,,,,,,,1,1,
26,2013-11-12,245,elevated,control,C02,96,1,468,190,170,89,,,,,,42.90,38.30,36.40,39.10,33.20,30.00,28.90,26.20,20.55,17.30,15.20,9.70,5.80,2.95,,,,,,,,,,,,,,,,,1,1,
27,2013-11-26,259,elevated,control,C02,96,1,507,200,185,95,,,,,,45.10,40.30,38.00,40.50,35.70,32.30,31.90,29.20,24.10,20.90,19.95,14.70,9.65,5.80,4.15,,,,,,,,,,,,,,,,1,1,
28,2013-12-10,273,elevated,control,C02,96,1,554,220,185,102,,,,,,48.00,43.00,40.00,43.00,38.10,34.90,34.60,32.70,28.00,25.10,26.35,20.95,15.15,10.40,8.05,5.20,2.95,,,,,,,,,,,,,,1,1,
29,2013-12-24,287,elevated,control,C02,96,1,592,230,195,108,,,,,,50.20,45.00,42.20,44.90,40.90,37.50,38.10,35.90,32.10,29.90,31.20,27.60,20.20,16.30,13.05,10.30,7.05,3.85,,,,,,,,,,,,,1,1,PAR =  open. Branch 94 Growing tip damaged
30,2014-01-07,301,elevated,control,C02,96,1,642,210,175,113,,,,,,52.50,48.00,44.50,47.00,43.20,40.20,41.20,39.30,36.20,34.00,34.80,31.40,26.40,20.90,18.20,15.25,13.55,8.20,5.58,,,,,,,,,,,,1,1,
31,2014-01-21,315,elevated,control,C02,96,1,672,170,220,127,,,,,,57.00,50.00,46.50,47.15,44.60,41.65,41.15,43.05,39.10,36.60,37.55,34.30,29.50,25.35,22.00,19.45,17.85,12.80,9.05,6.00,,,,,,,,,,,1,1,
32,2014-02-04,329,elevated,control,C02,96,1,694.2,175,200,133,,,,,,57.00,51.50,48.00,50.00,46.50,43.50,45.00,44.00,41.50,39.00,39.00,35.50,30.50,26.00,24.00,22.00,20.50,17.00,13.65,9.35,5.30,,,,,,,,,,1,1,
33,2014-02-18,343,elevated,control,C02,96,1,712,250,240,137,,,,,,57.80,52.20,49.10,52.10,48.00,45.50,46.10,45.70,42.30,40.30,40.80,37.60,33.10,28.30,26.30,24.50,23.55,20.00,17.85,12.15,7.60,5.10,,,,,,,,,1,1,very bend at top 2 's' bends
34,2014-03-04,357,elevated,control,C02,96,1,739,250,220,144,,,,,,59.60,54.20,51.10,53.70,50.20,47.80,48.00,47.90,44.70,42.70,42.70,39.00,36.20,32.10,29.00,28.10,27.10,23.10,21.10,15.25,10.20,8.20,5.05,,,,,,,,1,1,very bend at top 2 's' bends
35,2014-03-19,372,elevated,control,C02,96,1,766,240,210,150,,,,,,62.50,56.10,53.60,56.10,53.00,50.80,51.70,50.50,47.50,45.50,45.10,42.60,39.00,34.90,31.50,31.00,29.90,26.10,25.10,19.45,13.15,11.80,9.15,4.95,,,,,,,1,1,2  's' bends between 610 and 640m. Straightening after bend.
36,2014-04-01,385,elevated,control,C02,96,1,811,240,210,150,,,,,,64.00,58.50,55.10,58.20,55.00,53.00,53.00,52.40,49.90,47.80,47.20,44.90,41.50,37.10,33.50,33.30,32.10,29.50,27.90,22.35,15.65,15.60,12.65,8.25,,,,,,,1,1,2  's' bends between 610 and 640m. Straightening after bend. Branch 111 formed a 2nd branch from insertion point growing straight up labelled 111a
37,2014-04-16,400,elevated,control,C02,96,1,836,160,230,161,,,,,,65.30,60.00,56.90,60.10,57.50,55.30,55.10,54.90,52.80,50.30,49.70,47.30,43.90,39.90,36.00,35.70,35.10,33.10,29.90,25.90,17.60,18.85,15.70,10.75,,,,,,,1,1,"2  's' bends between 610 and 640m. Straightening after bend. Branch 111 formed a 2nd branch from insertion point growing straight up labelled 111a, possible new leader."
38,2014-04-29,413,elevated,control,C02,96,1,858,160,210,161,,,,,,68.10,61.80,58.90,61.90,59.90,57.80,57.20,56.80,54.90,52.50,51.40,49.30,,,,,,,,,,,,,,,,,,,1,3,"2  's' bends between 610 and 640m. Straightening after bend. Branch 111 formed a 2nd branch from insertion point growing straight up labelled 111a, possible new leader. Mite damage at top of tree"
39,2014-05-13,427,elevated,control,C02,96,1,871,150,200,166,,,,,,69.60,63.00,60.10,63.20,61.10,59.10,58.90,58.20,56.60,54.10,53.00,51.00,47.20,43.80,39.20,40.30,38.80,37.20,30.50,27.50,18.90,20.25,17.45,12.35,,,,,,,1,3,"2  's' bends between 610 and 640m. Straightening after bend. Branch 111 formed a 2nd branch from insertion point growing straight up labelled 111a, possible new leader. Mite damage at top of tree. Branch 111a cover in mite damage"
40,2014-05-27,441,elevated,control,C02,96,1,895,,,,,,90.30,80.20,76.70,70.00,66.00,62.40,65.90,64.00,62.00,61.80,60.80,59.40,56.80,55.30,53.00,49.50,46.20,41.30,47.30,40.50,39.40,31.00,28.00,20.04,21.24,18.40,12.57,11.19,9.89,7.01,4.64,3.37,,,,
1,2012-11-29,-103,ambient,control,C03,85,1,37,,,0,,12,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
2,2012-12-12,-90,ambient,control,C03,85,1,43,,,5,,16,,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
3,2012-12-24,-78,ambient,control,C03,85,1,67,,,10,,43,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
4,2013-01-03,-68,ambient,control,C03,85,1,82,,,10,,52,,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
5,2013-01-14,-57,ambient,control,C03,85,1,110,,,16,,125,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
6,2013-02-04,-36,ambient,control,C03,85,1,144,,,21,,177,,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
7,2013-02-18,-22,ambient,control,C03,85,1,157,,,24,,,,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
8,2013-03-04,-8,ambient,control,C03,85,1,170,,,24,,,,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
9,2013-03-19,7,ambient,control,C03,85,1,171,80,65,25,,237,,11.95,10.75,8.50,6.80,4.35,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
10,2013-04-03,22,ambient,control,C03,85,1,174,80,75,26,,,,12.50,10.90,8.75,6.90,4.50,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
11,2013-04-16,35,ambient,control,C03,85,1,180,80,75,28,,243,,13.35,11.80,9.40,7.45,5.00,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
12,2013-04-30,49,ambient,control,C03,85,1,188,80,75,31,,,,15.05,13.25,10.55,8.50,6.05,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Planted
13,2013-05-14,63,ambient,control,C03,85,1,189,80,75,35,7,,,16.65,14.75,11.80,9.80,7.25,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
14,2013-05-28,77,ambient,control,C03,85,1,202,80,80,35,8,,,18.25,15.75,12.75,10.65,8.25,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
15,2013-06-13,93,ambient,control,C03,85,1,207,80,80,37,10,,,19.40,17.00,13.75,11.65,9.30,6.60,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
16,2013-06-26,106,ambient,control,C03,85,1,208,80,100,38,13,,,20.80,18.05,14.55,12.25,9.95,7.60,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
17,2013-07-10,120,ambient,control,C03,85,1,212,90,100,38,13,,,21.85,19.20,15.30,12.95,10.55,8.20,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18,2013-07-23,133,ambient,control,C03,85,1,222,105,90,41,11,,,23.00,20.35,16.10,13.75,11.50,9.55,4.95,2.70,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
19,2013-08-05,146,ambient,control,C03,85,1,232,110,110,43,11,,,24.05,21.05,16.80,14.75,12.35,10.60,5.90,3.50,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9 branches removed
20,2013-08-20,161,ambient,control,C03,85,1,258,120,110,49,11,,,25.60,22.20,17.75,15.85,13.75,12.50,8.25,5.00,3.20,,,,,,,,,,,,,,,,,,,,,,,,1,1,
21,2013-09-05,177,ambient,control,C03,85,1,267,120,110,51,17,,,27.25,24.00,19.55,17.50,15.65,14.35,10.50,6.70,4.00,,,,,,,,,,,,,,,,,,,,,,,,1,1,"Dry, more leaf litter. Leaning. Straighten = 277"
22,2013-09-17,189,ambient,control,C03,85,1,285,120,100,54,,,,,,21.45,19.30,17.85,16.50,13.20,9.00,5.90,3.50,,,,,,,,,,,,,,,,,,,,,,,2,1,44cm floor height - Photo taken. Leaning. Dry tree a little stressed
23,2013-10-01,203,ambient,control,C03,85,1,306,120,120,57,,,,,,23.80,21.70,20.10,18.75,15.55,11.65,7.90,4.80,,,,,,,,,,,,,,,,,,,,,,,2,1,
24,2013-10-15,217,ambient,control,C03,85,1,327,130,110,60,,,,,,25.85,24.05,22.35,21.20,18.25,14.85,10.85,6.50,3.00,,,,,,,,,,,,,,,,,,,,,,1,1,
25,2013-10-30,232,ambient,control,C03,85,1,346,125,110,64,,,,,,28.30,26.20,24.45,23.55,21.30,17.85,13.90,9.20,5.15,3.15,,,,,,,,,,,,,,,,,,,,,1,1,
26,2013-11-12,245,ambient,control,C03,85,1,378,130,120,68,,,,,,30.80,28.40,26.35,25.60,23.35,20.20,17.55,12.35,8.65,5.30,3.90,,,,,,,,,,,,,,,,,,,,1,1,
27,2013-11-26,259,ambient,control,C03,85,1,408,140,125,72,,,,,,32.50,30.00,28.00,28.50,25.60,22.25,20.25,15.20,11.75,7.30,5.10,3.80,,,,,,,,,,,,,,,,,,,1,1,
28,2013-12-10,273,ambient,control,C03,85,1,458,150,130,77,,,,,,34.80,32.20,30.00,29.80,27.90,24.70,23.25,18.30,15.40,11.15,8.00,6.15,4.75,,,,,,,,,,,,,,,,,,1,1,
29,2013-12-24,287,ambient,control,C03,85,1,505,180,140,83,,,,,,36.90,34.10,31.90,31.80,29.80,27.20,26.35,21.15,18.75,15.40,11.85,10.75,8.00,6.45,4.10,,,,,,,,,,,,,,,,1,1,PAR = open
30,2014-01-07,301,ambient,control,C03,85,1,553.2,180,140,88,,,,,,39.30,36.00,33.90,33.80,32.30,30.00,29.90,25.50,23.00,20.20,17.40,15.80,12.35,11.55,7.10,4.50,,,,,,,,,,,,,,,1,1,
31,2014-01-21,315,ambient,control,C03,85,1,575,175,140,93,,,,,,40.00,38.00,36.00,35.00,34.00,32.50,32.00,29.00,26.50,24.00,22.00,20.00,17.00,15.65,10.80,7.75,3.55,,,,,,,,,,,,,,1,1,
32,2014-02-04,329,ambient,control,C03,85,1,624.5,160,178,100,,,,,,41.50,39.50,37.00,37.00,35.50,34.00,35.50,31.00,29.00,27.00,25.00,23.00,20.00,20.00,14.00,11.40,6.85,4.85,,,,,,,,,,,,,1,1,possible second leader
33,2014-02-18,343,ambient,drydown,C03,85,1,668.5,180,180,105,,,,,,44.00,41.00,38.90,38.50,37.10,35.90,36.00,34.00,31.20,29.40,27.80,25.50,23.20,22.60,18.00,15.15,11.60,8.50,6.35,4.20,,,,,,,,,,,1,1,possible second leader branch 83
34,2014-03-04,357,ambient,drydown,C03,85,1,705,170,185,108,,,,,,45.80,42.50,40.10,39.80,38.70,37.20,37.90,36.90,34.00,31.90,30.10,28.10,26.20,25.80,22.05,18.25,15.25,14.35,10.15,7.40,4.50,,,,,,,,,,1,1,possible second leader branch 83
35,2014-03-19,372,ambient,drydown,C03,85,1,745,170,210,114,,,,,,47.80,44.10,41.90,41.50,40.00,39.00,40.60,39.50,36.10,33.90,32.30,30.50,29.00,28.50,25.10,22.30,19.90,18.45,17.50,11.00,8.65,5.05,3.80,,,,,,,,1,1,possible second leader branch 83
36,2014-04-01,385,ambient,drydown,C03,85,1,769,170,210,114,,,,,,49.30,45.30,43.00,42.60,41.30,40.20,41.00,41.20,37.90,35.30,34.10,32.20,31.10,30.70,27.30,23.70,24.00,22.30,19.50,13.60,11.70,8.40,5.05,2.90,,,,,,,1,1,Branch 83 has large dia
37,2014-04-16,400,ambient,drydown,C03,85,1,805,160,165,119,,,,,,51.50,47.00,44.20,43.90,42.80,41.50,42.70,43.00,39.80,37.20,36.00,34.20,33.00,32.80,30.00,28.80,27.90,26.80,24.10,17.00,15.00,12.55,7.90,5.05,,,,,,,1,2,Branch 83 has large dia. Possible bud mite and scale
38,2014-04-29,413,ambient,drydown,C03,85,1,847,175,190,119,,,,,,52.60,48.20,45.80,45.00,44.00,42.90,43.90,44.90,40.90,38.60,37.30,35.80,,,,,,,,,,,,,,,,,,,1,2,Branch 83 has large dia. Possible bud mite and scale. Mite damage at top
39,2014-05-13,427,ambient,drydown,C03,85,1,865,190,190,128,,,,,,54.30,49.90,47.10,46.30,45.00,43.90,45.20,46.30,42.50,40.00,38.90,37.10,36.10,35.90,33.90,32.80,32.90,32.20,28.90,22.15,20.20,16.00,11.20,9.50,,,,,,,1,2,Branch 83 has large dia. Bud mite and scale. Mite damage at top
40,2014-05-27,441,ambient,drydown,C03,85,1,891,,,,,,78.00,67.10,61.10,55.00,52.00,49.80,49.00,47.90,46.00,48.00,49.00,45.00,42.20,41.00,39.50,38.50,38.00,37.00,35.20,37.50,35.20,32.00,26.00,22.85,18.12,14.49,12.14,7.85,6.84,5.54,3.74,,,,,
1,2012-11-29,-103,elevated,control,C04,94,1,34,,,0,,14,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
2,2012-12-12,-90,elevated,control,C04,94,1,38.5,,,0,,15,,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,leaf curl and minor
3,2012-12-24,-78,elevated,control,C04,94,1,64,,,10,,82,,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
4,2013-01-03,-68,elevated,control,C04,94,1,82,,,11,,90,,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
5,2013-01-14,-57,elevated,control,C04,94,1,113,,,23,,190,,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
